2020-04-09 15:39:18,334:EUC_vbounds:OFAM3 165: v_bnd=half_max tot=384 count=335 null=0 skip=46(T=6,L=40).
2020-04-09 15:39:18,334:EUC_vbounds:OFAM3 165: v_bnd=half_max tot=384 count=335 null=0 skip=46(T=6,L=40).
2020-04-09 15:39:34,614:EUC_vbounds:OFAM3 190: v_bnd=half_max tot=384 count=363 null=0 skip=21(T=5,L=16).
2020-04-09 15:39:34,614:EUC_vbounds:OFAM3 190: v_bnd=half_max tot=384 count=363 null=0 skip=21(T=5,L=16).
2020-04-09 15:39:48,461:EUC_vbounds:OFAM3 220: v_bnd=half_max tot=384 count=377 null=0 skip=5(T=1,L=4).
2020-04-09 15:39:48,461:EUC_vbounds:OFAM3 220: v_bnd=half_max tot=384 count=377 null=0 skip=5(T=1,L=4).
2020-04-09 15:39:57,095:EUC_vbounds:TAO/TRITION 165: v_bnd=half_max tot=203 count=112 null=5 skip=86(T=63,L=23).
2020-04-09 15:39:57,095:EUC_vbounds:TAO/TRITION 165: v_bnd=half_max tot=203 count=112 null=5 skip=86(T=63,L=23).
2020-04-09 15:40:07,117:EUC_vbounds:TAO/TRITION 190: v_bnd=half_max tot=340 count=280 null=36 skip=24(T=13,L=11).
2020-04-09 15:40:07,117:EUC_vbounds:TAO/TRITION 190: v_bnd=half_max tot=340 count=280 null=36 skip=24(T=13,L=11).
2020-04-09 15:40:15,251:EUC_vbounds:TAO/TRITION 220: v_bnd=half_max tot=311 count=258 null=31 skip=22(T=0,L=22).
2020-04-09 15:40:15,251:EUC_vbounds:TAO/TRITION 220: v_bnd=half_max tot=311 count=258 null=31 skip=22(T=0,L=22).
2020-04-09 15:40:29,771:EUC_vbounds:OFAM3 165: v_bnd=25_max tot=384 count=270 null=0 skip=111(T=63,L=48).
2020-04-09 15:40:29,771:EUC_vbounds:OFAM3 165: v_bnd=25_max tot=384 count=270 null=0 skip=111(T=63,L=48).
2020-04-09 15:40:46,232:EUC_vbounds:OFAM3 190: v_bnd=25_max tot=384 count=304 null=0 skip=80(T=59,L=21).
2020-04-09 15:40:46,232:EUC_vbounds:OFAM3 190: v_bnd=25_max tot=384 count=304 null=0 skip=80(T=59,L=21).
2020-04-09 15:41:01,375:EUC_vbounds:OFAM3 220: v_bnd=25_max tot=384 count=371 null=0 skip=13(T=1,L=12).
2020-04-09 15:41:01,375:EUC_vbounds:OFAM3 220: v_bnd=25_max tot=384 count=371 null=0 skip=13(T=1,L=12).
2020-04-09 15:41:09,706:EUC_vbounds:TAO/TRITION 165: v_bnd=25_max tot=203 count=53 null=5 skip=140(T=118,L=22).
2020-04-09 15:41:09,706:EUC_vbounds:TAO/TRITION 165: v_bnd=25_max tot=203 count=53 null=5 skip=140(T=118,L=22).
2020-04-09 15:41:20,113:EUC_vbounds:TAO/TRITION 190: v_bnd=25_max tot=340 count=195 null=36 skip=105(T=71,L=34).
2020-04-09 15:41:20,113:EUC_vbounds:TAO/TRITION 190: v_bnd=25_max tot=340 count=195 null=36 skip=105(T=71,L=34).
2020-04-09 15:41:29,017:EUC_vbounds:TAO/TRITION 220: v_bnd=25_max tot=311 count=214 null=31 skip=66(T=5,L=61).
2020-04-09 15:41:29,017:EUC_vbounds:TAO/TRITION 220: v_bnd=25_max tot=311 count=214 null=31 skip=66(T=5,L=61).
